symbol,company,series,arm,last_close,market_cap_cr,median_turnover_cr,min_turnover_cr,median_trades,median_volume,band_pct,circuit_days,circuit_frac,sessions_seen,sessions_traded,listing_date,listing_age_days,in_index_universe,mcap_pending,last_date,gsm_stage,asm,exclude_reason,gate_reason
PRAKASHSTL,Prakash Steelage Limited,EQ,price,4.01,,0.038,0.019,340.0,92356.0,20.0,0,0.0,25,25,2010-08-25,5812.0,False,False,2026-07-24,0.0,,"GSM stage 0 — exchange surveillance, periodic call auction; price Rs4.01 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh)","GSM stage 0 — exchange surveillance, periodic call auction; price Rs4.01 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh)"
PRAVEG,Praveg Limited,EQ,mcap,285.08,745.0,1.925,0.416,1728.0,83764.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging; listed 95d ago — under a year of history, no trend to read","ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging; listed 95d ago — under a year of history, no trend to read"
PRECAM,Precision Camshafts Limited,EQ,,138.65,1317.0,1.686,0.643,1941.0,114009.0,20.0,0,0.0,25,25,2016-02-08,3819.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PRECOT,Precot Limited,EQ,,823.75,,0.45,0.151,360.0,5822.0,5.0,2,0.08,25,25,2005-08-19,7644.0,False,False,2026-07-24,,,5% circuit band — cannot exit on bad news; illiquid: Rs45 lakh median daily turnover (floor Rs50 lakh),5% circuit band — cannot exit on bad news; illiquid: Rs45 lakh median daily turnover (floor Rs50 lakh)
PRECWIRE,Precision Wires India Limited,EQ,,372.5,6810.0,9.67,4.028,10620.0,248323.0,20.0,0,0.0,25,25,1995-09-06,11279.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging"
PREMCO,Premco Global Limited,EQ,,363.9,,0.016,0.0,40.0,428.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 40 trades/day median — one operator's book, not a market","listed 95d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 40 trades/day median — one operator's book, not a market"
PREMEXPLN,Premier Explosives Limited,EQ,,662.1,3560.0,57.275,15.358,17931.0,737903.0,20.0,0,0.0,25,25,2016-06-17,3689.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging"
PREMIERENE,Premier Energies Limited,EQ,,1019.3,47520.0,119.243,55.524,35263.0,1097545.0,,0,0.0,25,25,2024-09-03,689.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PREMIERPOL,Premier Polyfilm Limited,EQ,price+mcap,79.3,831.0,2.159,0.502,2776.0,329046.0,20.0,0,0.0,15,15,1995-12-13,11181.0,False,False,2026-07-24,,,,
PRESTIGE,Prestige Estates Projects Limited,EQ,,1592.8,71846.0,126.372,54.394,36003.0,802548.0,,0,0.0,25,25,2010-10-27,5749.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PRICOLLTD,Pricol Limited,EQ,,628.7,7577.0,29.397,12.016,18772.0,475858.0,20.0,0,0.0,25,25,2017-02-10,3451.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PRIMESECU,Prime Securities Limited,EQ,mcap,274.45,931.0,0.864,0.066,818.0,29895.0,20.0,0,0.0,25,25,2005-06-17,7707.0,False,False,2026-07-24,,,,
PRIMO,Primo Chemicals Limited,EQ,price,22.34,,0.237,0.079,768.0,102184.0,20.0,0,0.0,25,25,2025-04-22,458.0,False,False,2026-07-24,,,illiquid: Rs24 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs24 lakh median daily turnover (floor Rs50 lakh)
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,,261.2,2888.0,4.158,2.367,4570.0,153434.0,20.0,0,0.0,25,25,2019-12-30,2398.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PRITIKAUTO,Pritika Auto Industries Limited,BE,price,19.99,,3.502,2.148,4708.0,1785176.0,5.0,2,1.0,2,2,2021-08-10,1809.0,False,False,2026-06-22,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; closed at circuit on 100% of sessions — a stop cannot fill in a locked market,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; closed at circuit on 100% of sessions — a stop cannot fill in a locked market
PRIVISCL,Privi Speciality Chemicals Limited,EQ,,3595.2,14044.0,19.496,7.987,8553.0,54244.0,20.0,0,0.0,25,25,2015-05-08,4095.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PROSTARM,Prostarm Info Systems Limited,EQ,mcap,123.67,728.0,1.853,0.862,1803.0,145339.0,20.0,0,0.0,25,25,2025-06-03,416.0,False,False,2026-07-24,,,,
PROTEAN,Protean eGov Technologies Limited,EQ,,593.9,2412.0,11.726,6.489,7113.0,196720.0,20.0,0,0.0,25,25,2025-02-06,533.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PROZONER,Prozone Realty Limited,EQ,price+mcap,43.8,668.0,0.662,0.233,1089.0,149167.0,20.0,0,0.0,25,25,2012-09-12,5063.0,False,False,2026-07-24,,,,
PRSMJOHNSN,Prism Johnson Limited,EQ,,108.02,5838.0,1.299,0.813,2983.0,113183.0,20.0,0,0.0,25,25,2003-08-20,8374.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,,2858.9,11838.0,5.665,2.075,5014.0,19381.0,20.0,0,0.0,25,25,2022-05-20,1526.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PSB,Punjab & Sind Bank,EQ,,23.77,16866.0,3.304,1.43,4253.0,1337318.0,20.0,0,0.0,25,25,2010-12-30,5685.0,False,False,2026-07-24,,,"not penny/nano — too big on both arms: a Rs24 share of a Rs16,866 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",
PSPPROJECT,PSP Projects Limited,EQ,,1031.2,4088.0,12.369,4.053,6843.0,124376.0,20.0,0,0.0,25,25,2017-05-29,3343.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PSUBANK,,,price,83.49,,2.311,0.668,709.0,105107.0,20.0,1,0.04,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
PSUBANKADD,,,price,84.48,,0.388,0.103,351.0,45747.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs39 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs39 lakh median daily turnover (floor Rs50 lakh)
PSUBNKBEES,,,price,93.42,,19.67,9.238,6530.0,2054382.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
PSUBNKIETF,,,price,84.71,,2.111,0.809,1082.0,249401.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
PTC,PTC India Limited,EQ,,164.4,5259.0,10.756,6.57,10182.0,626978.0,20.0,0,0.0,25,25,2004-04-07,8143.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PTCIL,PTC Industries Limited,EQ,,17732.0,26631.0,20.742,10.013,4186.0,11973.0,20.0,0,0.0,25,25,2023-06-09,1141.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PTL,PTL Enterprises Limited,EQ,price,39.26,,0.137,0.05,749.0,34140.0,20.0,0,0.0,25,25,2007-01-29,7116.0,False,False,2026-07-24,,,illiquid: Rs14 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs14 lakh median daily turnover (floor Rs50 lakh)
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,,1121.6,1375.0,1.229,0.272,1190.0,10614.0,20.0,0,0.0,25,25,2007-03-08,7078.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PURVA,Puravankara Limited,EQ,,213.35,5255.0,2.584,1.025,3741.0,117951.0,20.0,0,0.0,25,25,2007-08-30,6903.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PVP,PVP Ventures Limited,EQ,price+mcap,27.31,711.0,0.686,0.178,1295.0,249472.0,20.0,0,0.0,25,25,1996-04-03,11069.0,False,False,2026-07-24,,,,
PVRINOX,PVR INOX Limited,EQ,,1063.95,10448.0,20.366,7.809,14573.0,206437.0,20.0,0,0.0,25,25,2006-01-04,7506.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
PVSL,Popular Vehicles and Services Limited,EQ,,106.01,,0.268,0.097,991.0,29096.0,20.0,0,0.0,25,25,2024-03-19,857.0,False,False,2026-07-24,,,illiquid: Rs27 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs27 lakh median daily turnover (floor Rs50 lakh)
PVTBANIETF,,,price,27.56,,18.97,3.517,2180.0,6610872.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
PVTBANK,,,price,27.41,,0.151,0.061,68.0,54805.0,20.0,0,0.0,3,3,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs15 lakh median daily turnover (floor Rs50 lakh); only 68 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs15 lakh median daily turnover (floor Rs50 lakh); only 68 trades/day median — one operator's book, not a market"
PVTBANKADD,,,price,27.74,,1.74,0.131,374.0,608775.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
PVTBKGROWW,,,price,27.35,,0.079,0.015,179.0,29009.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 179 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 179 trades/day median — one operator's book, not a market"
PWL,Physicswallah Limited,EQ,,128.05,37758.0,109.463,25.605,43409.0,8100013.0,20.0,0,0.0,25,25,2025-11-18,248.0,True,False,2026-07-24,,,"listed 248d ago — under a year of history, no trend to read","listed 248d ago — under a year of history, no trend to read"
PYRAMID,Pyramid Technoplast Limited,EQ,,164.21,,0.426,0.142,679.0,25060.0,20.0,0,0.0,25,25,2023-08-29,1060.0,False,False,2026-07-24,,,illiquid: Rs43 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs43 lakh median daily turnover (floor Rs50 lakh)
QGOLDHALF,,,,118.07,,1.525,0.825,1099.0,128165.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
QMSMEDI,QMS Medical Allied Services Limited,EQ,,110.6,,0.153,0.035,668.0,14646.0,20.0,0,0.0,25,25,2026-06-18,36.0,False,False,2026-07-24,,,"listed 36d ago — under a year of history, no trend to read; illiquid: Rs15 lakh median daily turnover (floor Rs50 lakh)","listed 36d ago — under a year of history, no trend to read; illiquid: Rs15 lakh median daily turnover (floor Rs50 lakh)"
QNIFTY,,,,261.6,,0.076,0.009,70.0,2881.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 70 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 70 trades/day median — one operator's book, not a market"
QUADFUTURE,Quadrant Future Tek Limited,EQ,,361.05,1444.0,18.134,6.874,9025.0,393412.0,20.0,0,0.0,25,25,2025-01-14,556.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
QUAL30IETF,,,price,20.94,,0.177,0.039,236.0,84643.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs18 lakh median daily turnover (floor Rs50 lakh); only 236 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs18 lakh median daily turnover (floor Rs50 lakh); only 236 trades/day median — one operator's book, not a market"
QUALITY30,,,price,20.46,,0.033,0.004,32.0,16327.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 32 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 32 trades/day median — one operator's book, not a market"
QUESS,Quess Corp Limited,EQ,,295.4,4344.0,9.193,3.01,8235.0,311835.0,20.0,0,0.0,25,25,2016-07-12,3664.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
QUINT,Quint Digital Limited,EQ,price,38.64,,0.005,0.0,19.0,1244.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 19 trades/day median — one operator's book, not a market","listed 95d ago — under a year of history, no trend to read; illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 19 trades/day median — one operator's book, not a market"
RACE,Race Eco Chain Limited,EQ,,109.25,,0.047,0.002,57.5,4244.5,10.0,0,0.0,10,10,2023-05-09,1172.0,False,False,2026-07-24,,,"illiquid: Rs5 lakh median daily turnover (floor Rs50 lakh); only 57 trades/day median — one operator's book, not a market","illiquid: Rs5 lakh median daily turnover (floor Rs50 lakh); only 57 trades/day median — one operator's book, not a market"
RACLGEAR,RACL Geartech Limited,EQ,,1315.5,1551.0,2.594,0.838,2265.0,20441.0,20.0,0,0.0,25,25,2024-11-27,604.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RADAAN,Radaan Mediaworks India Limited,EQ,price,2.88,,0.005,0.001,73.0,15230.0,20.0,0,0.0,25,25,2003-02-27,8548.0,False,False,2026-07-24,0.0,,"GSM stage 0 — exchange surveillance, periodic call auction; price Rs2.88 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 73 trades/day median — one operator's book, not a market","GSM stage 0 — exchange surveillance, periodic call auction; price Rs2.88 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 73 trades/day median — one operator's book, not a market"
RADHIKAJWE,Radhika Jeweltech Limited,EQ,price+mcap,63.63,751.0,1.835,0.583,3332.0,289847.0,20.0,0,0.0,25,25,2022-07-18,1467.0,False,False,2026-07-24,,,,
RADIANTCMS,Radiant Cash Management Services Limited,EQ,price,36.93,,0.443,0.189,1030.0,113215.0,20.0,0,0.0,25,25,2023-01-04,1297.0,False,False,2026-07-24,,,illiquid: Rs44 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs44 lakh median daily turnover (floor Rs50 lakh)
RADICO,Radico Khaitan Limited,EQ,,4091.3,54816.0,122.959,52.2,34305.0,303434.0,,0,0.0,25,25,2003-06-18,8437.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RADIOCITY,Music Broadcast Limited,EQ,price,6.4,,0.022,0.007,122.0,36807.0,10.0,0,0.0,25,25,2017-03-17,3416.0,False,False,2026-07-24,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 122 trades/day median — one operator's book, not a market","illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 122 trades/day median — one operator's book, not a market"
RAILTEL,Railtel Corporation Of India Limited,EQ,,284.75,10094.0,15.505,10.15,12804.0,504484.0,20.0,0,0.0,25,25,2021-02-26,1974.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAIN,Rain Industries Limited,EQ,,225.23,7576.0,92.983,35.565,37187.0,4542487.0,20.0,0,0.0,25,25,2008-03-03,6717.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAINBOW,Rainbow Childrens Medicare Limited,EQ,,1457.8,14626.0,10.697,7.407,11458.0,74400.0,20.0,0,0.0,25,25,2022-05-10,1536.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAJMET,Rajnandini Metal Limited,EQ,price,3.36,,0.083,0.05,630.0,234210.0,10.0,0,0.0,25,25,2021-02-16,1984.0,False,False,2026-07-24,,,price Rs3.36 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh),price Rs3.36 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh)
RAJOOENG,Rajoo Engineers Limited,BE,price,52.61,,2.149,1.66,3225.0,388340.0,5.0,0,0.0,7,7,2025-05-29,421.0,False,False,2026-06-30,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news
RAJPALAYAM,Rajapalayam Mills Limited,EQ,,807.75,,0.095,0.008,112.0,1155.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs10 lakh median daily turnover (floor Rs50 lakh); only 112 trades/day median — one operator's book, not a market","listed 95d ago — under a year of history, no trend to read; illiquid: Rs10 lakh median daily turnover (floor Rs50 lakh); only 112 trades/day median — one operator's book, not a market"
RAJRATAN,Rajratan Global Wire Limited,EQ,,488.3,2479.0,4.541,1.35,4153.0,93826.0,20.0,0,0.0,25,25,2020-05-22,2254.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,price,29.97,,0.08,0.021,273.0,23357.0,20.0,0,0.0,25,25,1995-03-29,11440.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 273 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 273 trades/day median — one operator's book, not a market"
RAJTV,Raj Television Network Limited,EQ,price,11.67,,0.036,0.008,178.0,30528.0,5.0,1,0.04,25,25,2007-03-16,7070.0,False,False,2026-07-24,,,"5% circuit band — cannot exit on bad news; illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 178 trades/day median — one operator's book, not a market","5% circuit band — cannot exit on bad news; illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 178 trades/day median — one operator's book, not a market"
RALLIS,Rallis India Limited,EQ,,218.72,4437.0,15.751,4.863,15142.0,685113.0,20.0,0,0.0,25,25,1999-04-01,9976.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAMANEWS,Shree Rama Newsprint Limited,EQ,price,28.57,,0.032,0.006,86.0,11077.0,20.0,0,0.0,25,25,2006-09-20,7247.0,False,False,2026-07-24,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 86 trades/day median — one operator's book, not a market","illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 86 trades/day median — one operator's book, not a market"
RAMAPHO,Rama Phosphates Limited,EQ,,131.1,,0.284,0.087,592.0,21842.0,20.0,0,0.0,25,25,2022-08-05,1449.0,False,False,2026-07-24,,,illiquid: Rs28 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs28 lakh median daily turnover (floor Rs50 lakh)
RAMASTEEL,Rama Steel Tubes Limited,BE,price,4.64,,6.343,2.287,8089.0,13238470.0,5.0,0,0.0,5,5,2015-08-19,3992.0,False,False,2026-06-25,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; price Rs4.64 below the Rs5 floor (tick size ~1% of price; the spread eats the edge),series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; price Rs4.64 below the Rs5 floor (tick size ~1% of price; the spread eats the edge)
RAMBHAJO,Advit Jewels Limited,EQ,,194.07,,11.282,4.449,8602.0,533826.5,20.0,0,0.0,8,8,2026-07-01,23.0,False,False,2026-07-24,,,"listed 23d ago — under a year of history, no trend to read","listed 23d ago — under a year of history, no trend to read"
RAMCOCEM,The Ramco Cements Limited,EQ,,914.8,22390.0,8.853,2.217,7833.0,96756.0,20.0,0,0.0,25,25,1997-04-09,10698.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAMCOIND,Ramco Industries Limited,EQ,,329.15,2858.0,7.548,3.31,6551.0,225480.0,20.0,0,0.0,25,25,1996-11-06,10852.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAMCOSYS,Ramco Systems Limited,EQ,,710.95,2672.0,160.694,7.008,48995.0,1892166.0,10.0,5,0.2,25,25,2000-04-12,9599.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging"
RAMKY,Ramky Infrastructure Limited,EQ,,371.1,2568.0,2.159,0.617,1395.0,54811.0,20.0,0,0.0,25,25,2010-10-08,5768.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAMRAT,Ram Ratna Wires Limited,EQ,,414.1,3866.0,5.036,1.544,3841.0,124648.0,20.0,0,0.0,25,25,2022-07-29,1456.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RANASUG,Rana Sugars Limited,EQ,price,11.78,,0.17,0.078,492.0,136594.0,20.0,0,0.0,25,25,2005-02-24,7820.0,False,False,2026-07-24,,,illiquid: Rs17 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs17 lakh median daily turnover (floor Rs50 lakh)
RANEHOLDIN,Rane Holdings Limited,EQ,,1738.4,2482.0,2.69,0.937,1895.0,15043.0,20.0,0,0.0,25,25,1997-09-24,10530.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RATEGAIN,Rategain Travel Technologies Limited,EQ,,900.4,11144.0,34.752,13.391,14462.0,386398.0,20.0,0,0.0,25,25,2021-12-17,1680.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,,2394.5,16784.0,7.49,2.509,5671.0,27012.0,20.0,0,0.0,25,25,2006-05-09,7381.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,,178.61,1272.0,17.053,4.077,7972.0,942701.0,20.0,0,0.0,25,25,2023-09-11,1047.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAYMOND,Raymond Limited,EQ,,588.4,3917.0,26.406,10.717,12040.0,431397.0,20.0,0,0.0,25,25,1995-10-18,11237.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAYMONDLSL,Raymond Lifestyle Limited,EQ,,714.95,4715.0,6.302,2.868,4579.0,87134.0,20.0,0,0.0,25,25,2024-09-05,687.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RAYMONDREL,Raymond Realty Limited,EQ,,654.55,4369.0,42.229,11.111,14613.0,615823.0,20.0,0,0.0,25,25,2025-07-01,388.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RBA,Restaurant Brands Asia Limited,EQ,price,65.16,4643.0,29.243,10.448,12297.0,4028151.0,20.0,0,0.0,25,25,2020-12-14,2048.0,True,False,2026-07-24,,,,
RBLBANK,RBL Bank Limited,EQ,,352.9,54649.0,198.136,94.951,53146.0,5511328.0,,0,0.0,25,25,2016-08-31,3614.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RBZJEWEL,RBZ Jewellers Limited,EQ,mcap,140.91,564.0,1.147,0.395,1776.0,84323.0,20.0,0,0.0,25,25,2023-12-27,940.0,False,False,2026-07-24,,,,
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,,124.22,7336.0,11.827,5.966,9877.0,896748.0,20.0,0,0.0,25,25,1998-01-07,10425.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
RECLTD,REC Limited,EQ,,361.6,95217.0,173.607,80.943,45391.0,4706399.0,,0,0.0,25,25,2008-03-12,6708.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
REDINGTON,Redington Limited,EQ,,259.05,21499.0,61.937,23.67,31696.0,2211405.0,20.0,0,0.0,25,25,2007-02-15,7099.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
REDTAPE,Redtape Limited,EQ,,126.77,7694.0,3.557,1.566,5033.0,265452.0,20.0,0,0.0,25,25,2023-08-11,1078.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
REFEX,Refex Industries Limited,EQ,,316.0,4918.0,22.348,10.544,11871.0,668217.0,20.0,0,0.0,25,25,2009-12-03,6077.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
REGENCERAM,Regency Ceramics Limited,EQ,price,33.94,,0.005,0.0,28.0,1233.0,20.0,0,0.0,25,25,1996-06-05,11006.0,False,False,2026-07-24,0.0,,"GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 28 trades/day median — one operator's book, not a market","GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 28 trades/day median — one operator's book, not a market"
